측정일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위),중하층운량(10분위),최저운고(100m ),시정(10m),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C),hour
2022-01-22,2.6,0.0,0.6,70,43,3.2,-8.7,1016.1,1026.9,0.7,1.49,0.0,8,0,2.0,2000,5.6,-0.8,-1.3,-1.1,-0.3,12
2022-01-22,5.3,0.0,2.3,180,42,3.7,-6.6,1015.0,1025.7,1.0,1.84,0.0,2,0,2.0,1970,9.2,-0.5,-1.1,-1.1,-0.3,13
2022-01-22,5.0,0.0,2.3,320,39,3.4,-7.8,1013.9,1024.6,1.0,1.86,0.0,1,1,2.0,1967,10.0,-0.3,-1.0,-1.0,-0.3,14
2022-01-22,6.7,0.0,1.5,200,38,3.7,-6.6,1014.1,1024.7,0.7,1.28,0.0,2,0,3.0,1994,7.9,-0.2,-0.9,-1.0,-0.3,15
2022-01-22,6.7,0.0,1.3,230,35,3.4,-7.7,1014.0,1024.6,1.0,1.12,0.0,1,0,3.0,2000,2.6,-0.1,-0.8,-0.9,-0.3,16
2022-01-22,5.2,0.0,1.1,270,34,3.0,-9.4,1013.9,1024.6,0.7,0.41,0.0,1,0,2.0,2000,-0.1,-0.1,-0.7,-0.8,-0.3,17
2022-01-22,3.6,0.0,1.6,290,36,2.8,-10.1,1013.9,1024.6,0.0,0.04,0.0,8,8,2.0,2000,-0.3,0.0,-0.7,-0.8,-0.2,18
2022-01-22,2.9,0.0,3.2,290,39,2.9,-9.7,1014.0,1024.7,0.0,0.0,0.0,8,8,2.0,2000,-0.3,0.0,-0.6,-0.8,-0.2,19
2022-01-22,2.3,0.0,0.7,250,41,3.0,-9.6,1014.0,1024.8,0.0,0.0,0.0,9,9,2.0,2000,-0.4,0.0,-0.6,-0.7,-0.2,20
2022-01-22,1.2,0.0,1.9,270,45,3.0,-9.4,1014.3,1025.1,0.0,0.0,0.0,6,0,2.0,1996,-0.9,0.0,-0.6,-0.7,-0.2,21
2022-01-22,0.7,0.0,1.5,290,47,3.0,-9.3,1014.3,1025.2,0.0,0.0,0.0,6,0,2.0,2000,-1.3,0.0,-0.6,-0.7,-0.2,22
2022-01-22,0.2,0.0,1.4,270,51,3.2,-8.7,1014.3,1025.2,0.0,0.0,0.0,9,9,5.5,2000,-0.9,0.0,-0.5,-0.7,-0.2,23
2022-01-23,0.5,0.0,2.1,20,54,3.4,-7.7,1013.9,1024.8,0.0,0.0,0.0,10,10,9.0,2000,-0.6,0.0,-0.5,-0.6,-0.2,0
2022-01-23,0.8,0.0,0.6,320,50,3.2,-8.4,1014.0,1024.8,0.0,0.0,0.0,9,9,9.0,2000,-0.8,0.0,-0.5,-0.6,-0.2,1
2022-01-23,0.6,0.0,0.9,250,49,3.1,-8.9,1014.0,1024.9,0.0,0.0,0.0,9,9,13.0,2000,-0.7,0.0,-0.5,-0.6,-0.2,2
2022-01-23,0.6,0.0,1.2,360,50,3.2,-8.6,1013.6,1024.5,0.0,0.0,0.0,9,9,14.0,2000,-0.9,0.0,-0.5,-0.6,-0.2,3
2022-01-23,0.5,0.0,1.1,290,51,3.2,-8.4,1013.0,1023.9,0.0,0.0,0.0,9,9,16.0,2000,-1.0,0.0,-0.5,-0.6,-0.2,4
2022-01-23,-0.1,0.0,1.1,290,51,3.1,-9.0,1012.7,1023.6,0.0,0.0,0.0,8,8,14.0,2000,-1.8,0.0,-0.5,-0.6,-0.2,5
2022-01-23,-0.5,0.0,1.1,270,52,3.1,-9.1,1012.7,1023.6,0.0,0.0,0.0,9,9,18.0,2000,-1.7,-0.1,-0.5,-0.6,-0.2,6
2022-01-23,-0.5,0.0,0.2,0,52,3.1,-9.1,1012.4,1023.3,0.0,0.0,0.0,9,9,18.0,2000,-1.3,-0.1,-0.6,-0.6,-0.2,7
2022-01-23,-0.3,0.0,0.5,360,48,2.9,-10.0,1012.2,1023.1,0.0,0.0,0.0,7,5,17.0,2000,-1.7,-0.1,-0.6,-0.6,-0.2,8
2022-01-23,0.3,0.0,1.6,250,54,3.4,-7.9,1012.7,1023.6,0.2,0.19,0.0,8,8,18.0,2000,-0.7,-0.1,-0.6,-0.6,-0.1,9
2022-01-23,1.0,0.0,1.6,270,49,3.2,-8.5,1012.8,1023.6,0.1,0.43,0.0,8,0,19.0,2000,-0.1,-0.1,-0.6,-0.6,-0.1,10
2022-01-23,2.3,0.0,1.8,250,44,3.2,-8.7,1012.8,1023.6,0.3,0.75,0.0,7,0,18.0,1973,1.2,0.0,-0.6,-0.6,-0.1,11
2022-01-23,2.9,0.0,2.9,270,47,3.5,-7.3,1012.0,1022.7,0.5,1.09,0.0,7,0,15.0,1489,3.4,0.0,-0.5,-0.6,-0.1,12
2022-01-23,4.2,0.0,2.7,270,53,4.4,-4.5,1011.0,1021.7,1.0,1.3,0.0,5,0,15.0,1275,6.3,0.1,-0.5,-0.6,-0.1,13
2022-01-23,6.2,0.0,2.2,270,47,4.5,-4.2,1010.2,1020.8,1.0,1.79,0.0,2,0,15.0,1214,9.9,0.1,-0.5,-0.6,-0.1,14
2022-01-23,6.1,0.0,2.0,250,46,4.3,-4.6,1009.6,1020.2,0.5,0.89,0.0,5,0,15.0,1169,4.6,0.1,-0.5,-0.5,-0.1,15
2022-01-23,6.1,0.0,2.2,250,46,4.3,-4.6,1009.4,1020.0,0.5,0.64,0.0,2,0,15.0,1161,2.4,0.1,-0.4,-0.5,-0.1,16
2022-01-23,5.6,0.0,1.9,270,47,4.3,-4.8,1009.3,1019.9,1.0,0.5,0.0,0,0,19.0,1148,0.3,0.2,-0.4,-0.5,-0.1,17
2022-01-23,3.8,0.0,2.0,270,48,3.8,-6.2,1010.0,1020.7,0.2,0.09,0.0,0,0,51.0,1278,-0.2,0.2,-0.4,-0.5,-0.1,18
2022-01-23,3.0,0.0,2.9,290,51,3.9,-6.1,1010.5,1021.2,0.0,0.0,0.0,0,0,17.0,1175,-0.6,0.2,-0.4,-0.5,-0.1,19
2022-01-23,2.3,0.0,2.1,290,53,3.8,-6.3,1010.5,1021.2,0.0,0.0,0.0,0,0,18.0,1190,-0.9,0.2,-0.4,-0.5,-0.1,20
2022-01-23,1.3,0.0,0.2,0,57,3.8,-6.2,1010.7,1021.5,0.0,0.0,0.0,0,0,18.0,1171,-1.4,0.2,-0.4,-0.5,-0.1,21
2022-01-23,0.8,0.0,2.4,50,61,4.0,-5.8,1010.7,1021.5,0.0,0.0,0.0,0,0,20.0,1194,-1.5,0.2,-0.4,-0.5,-0.1,22
2022-01-23,1.1,0.0,2.7,70,63,4.2,-5.1,1010.7,1021.5,0.0,0.0,0.0,0,0,20.0,1393,-1.5,0.2,-0.4,-0.5,-0.1,23
2022-01-24,1.2,0.0,2.8,70,65,4.3,-4.6,1010.6,1021.4,0.0,0.0,0.0,0,0,20.0,1523,-1.6,0.2,-0.4,-0.5,-0.1,0
2022-01-24,1.6,0.0,3.5,70,66,4.5,-4.0,1010.7,1021.5,0.0,0.0,0.0,0,0,19.0,1866,-1.5,0.2,-0.4,-0.5,-0.1,1
2022-01-24,1.7,0.0,2.8,70,66,4.6,-3.9,1010.9,1021.7,0.0,0.0,0.0,0,0,10.0,2000,-1.6,0.2,-0.4,-0.5,-0.1,2
2022-01-24,1.7,0.0,3.5,70,69,4.8,-3.3,1010.9,1021.7,0.0,0.0,0.0,0,0,10.0,2000,-1.7,0.1,-0.4,-0.5,-0.1,3
2022-01-24,1.8,0.0,3.2,70,69,4.8,-3.2,1010.9,1021.7,0.0,0.0,0.0,0,0,10.0,2000,-1.7,0.1,-0.4,-0.5,-0.1,4
2022-01-24,1.8,0.0,3.5,70,70,4.9,-3.0,1010.9,1021.7,0.0,0.0,0.0,0,0,0.0,2000,-1.8,0.1,-0.4,-0.5,-0.1,5
2022-01-24,1.8,0.0,4.4,50,70,4.9,-3.0,1010.7,1021.5,0.0,0.0,0.0,1,1,0.0,2000,-1.7,0.1,-0.4,-0.5,-0.1,6
2022-01-24,1.9,0.0,4.3,50,69,4.9,-3.1,1010.9,1021.7,0.0,0.0,0.0,2,2,0.0,2000,-1.8,0.1,-0.4,-0.5,-0.1,7
2022-01-24,1.9,0.0,4.4,50,68,4.8,-3.3,1011.5,1022.3,0.0,0.01,0.0,1,1,0.0,2000,-1.7,0.0,-0.4,-0.5,-0.1,8
2022-01-24,2.7,0.0,4.4,50,65,4.8,-3.2,1011.9,1022.6,0.9,0.33,0.0,0,0,0.0,2000,-0.8,0.0,-0.4,-0.5,-0.1,9
2022-01-24,4.6,0.0,5.3,70,58,4.9,-2.9,1012.2,1022.8,1.0,0.91,0.0,0,0,0.0,2000,0.7,0.1,-0.4,-0.5,-0.1,10
2022-01-24,6.4,0.0,4.6,70,50,4.8,-3.2,1012.4,1023.0,1.0,1.58,0.0,3,3,0.0,2000,6.2,0.1,-0.4,-0.5,-0.1,11
2022-01-24,6.7,0.0,3.9,70,49,4.8,-3.2,1011.9,1022.5,0.8,1.65,0.0,6,6,0.0,2000,6.0,0.2,-0.4,-0.5,-0.1,12
2022-01-24,8.1,0.0,3.8,50,45,4.9,-3.1,1011.0,1021.5,0.3,1.59,0.0,8,8,0.0,2000,9.3,0.2,-0.4,-0.5,-0.1,13
2022-01-24,8.2,0.0,3.1,70,44,4.8,-3.3,1010.3,1020.8,0.0,1.24,0.0,9,9,0.0,2000,7.1,0.2,-0.4,-0.5,-0.1,14
2022-01-24,7.8,0.0,4.4,50,45,4.8,-3.4,1010.1,1020.6,0.0,0.56,0.0,9,9,0.0,2000,5.4,0.3,-0.4,-0.5,-0.1,15
2022-01-24,7.5,0.0,3.2,50,45,4.7,-3.6,1010.3,1020.8,0.0,0.49,0.0,9,9,0.0,2000,3.7,0.3,-0.3,-0.5,-0.1,16
2022-01-24,7.0,0.0,3.5,70,45,4.5,-4.1,1010.6,1021.1,0.0,0.25,0.0,8,8,0.0,2000,2.1,0.3,-0.3,-0.5,-0.1,17
2022-01-24,6.2,0.0,2.2,70,47,4.5,-4.2,1010.7,1021.3,0.0,0.1,0.0,4,3,0.0,2000,0.0,0.3,-0.3,-0.4,-0.1,18
2022-01-24,5.5,0.0,2.3,70,49,4.4,-4.3,1010.7,1021.3,0.0,0.0,0.0,7,7,9.0,2000,-0.1,0.3,-0.3,-0.5,-0.1,19
2022-01-24,5.2,0.0,3.7,50,51,4.5,-4.1,1010.9,1021.5,0.0,0.0,0.0,7,7,18.0,2000,-0.1,0.3,-0.3,-0.4,-0.1,20
2022-01-24,5.0,0.0,3.0,50,51,4.4,-4.3,1011.0,1021.6,0.0,0.0,0.0,9,9,27.0,2000,0.1,0.3,-0.3,-0.4,-0.1,21
2022-01-24,4.8,0.0,2.6,70,52,4.5,-4.2,1011.2,1021.9,0.0,0.0,0.0,9,9,36.0,2000,0.1,0.3,-0.3,-0.4,-0.1,22
2022-01-24,4.8,0.0,2.7,70,50,4.3,-4.7,1011.0,1021.7,0.0,0.0,0.0,9,9,45.0,2000,0.2,0.3,-0.3,-0.4,-0.1,23
2022-01-25,4.5,0.0,2.8,50,52,4.4,-4.5,1011.0,1021.6,0.0,0.0,0.0,10,7,54.0,2000,0.2,0.3,-0.3,-0.4,-0.1,0
2022-01-25,4.3,0.0,2.9,50,53,4.4,-4.4,1010.8,1021.4,0.0,0.0,0.0,10,7,53.888888888888886,2000,0.2,0.3,-0.3,-0.4,-0.1,1
2022-01-25,4.0,0.0,3.2,50,54,4.4,-4.4,1010.6,1021.3,0.0,0.0,0.0,10,8,53.77777777777778,2000,0.2,0.3,-0.3,-0.4,-0.1,2
2022-01-25,4.1,0.0,2.0,70,55,4.5,-4.1,1010.7,1021.4,0.0,0.0,0.0,10,7,53.666666666666664,2000,0.2,0.3,-0.3,-0.4,-0.1,3
2022-01-25,2.9,0.0,2.4,110,76,5.7,-0.9,1010.4,1021.1,0.0,0.0,0.0,10,8,53.55555555555556,1045,0.0,0.3,-0.3,-0.4,-0.1,4
2022-01-25,2.3,0.0,2.3,90,83,6.0,-0.2,1010.0,1020.7,0.0,0.0,0.0,10,8,53.44444444444444,2000,0.2,0.3,-0.3,-0.4,-0.1,5
2022-01-25,2.1,0.3,2.4,70,83,5.9,-0.4,1009.9,1020.6,0.0,0.0,0.0,10,7,53.333333333333336,2000,0.2,0.3,-0.3,-0.4,-0.1,6
2022-01-25,2.1,0.0,2.7,70,83,5.9,-0.4,1010.1,1020.8,0.0,0.0,0.0,10,8,53.22222222222222,2000,0.2,0.3,-0.3,-0.4,-0.1,7
2022-01-25,2.0,0.0,3.0,50,86,6.1,-0.1,1010.5,1021.3,0.0,0.0,0.0,10,8,53.111111111111114,634,0.3,0.3,-0.3,-0.4,-0.1,8
2022-01-25,1.9,0.2,2.0,70,91,6.3,0.5,1010.9,1021.7,0.0,0.01,0.0,10,8,53.0,576,0.4,0.3,-0.3,-0.4,-0.1,9
2022-01-25,1.9,0.0,2.6,50,93,6.5,0.8,1010.9,1021.7,0.0,0.06,0.0,10,7,52.888888888888886,576,0.8,0.3,-0.3,-0.4,-0.1,10
2022-01-25,2.2,0.0,2.2,50,93,6.6,1.1,1011.0,1021.7,0.0,0.09,0.0,10,7,52.77777777777778,494,1.2,0.3,-0.3,-0.4,-0.1,11
2022-01-25,2.3,0.2,2.4,50,93,6.7,1.2,1010.5,1021.2,0.0,0.13,0.0,10,8,52.666666666666664,612,1.4,0.3,-0.3,-0.4,-0.1,12
2022-01-25,2.5,0.0,2.6,50,93,6.8,1.4,1009.8,1020.5,0.0,0.14,0.0,10,8,52.55555555555556,561,1.9,0.3,-0.3,-0.4,-0.1,13
2022-01-25,3.4,0.0,1.2,50,91,7.1,2.0,1009.1,1019.8,0.0,0.41,0.0,10,8,52.44444444444444,945,3.5,0.3,-0.2,-0.4,-0.1,14
2022-01-25,3.9,0.0,1.6,50,87,7.0,1.9,1008.7,1019.3,0.0,0.38,0.0,10,8,52.333333333333336,883,3.0,0.3,-0.2,-0.4,-0.1,15
2022-01-25,4.1,0.0,1.5,50,86,7.0,1.9,1008.7,1019.3,0.0,0.23,0.0,9,9,52.22222222222222,967,2.7,0.4,-0.2,-0.4,-0.1,16
2022-01-25,4.5,0.0,3.1,250,69,5.8,-0.7,1008.8,1019.4,0.0,0.21,0.0,8,8,52.111111111111114,1847,1.5,0.4,-0.2,-0.4,-0.1,17
2022-01-25,3.8,0.0,4.5,270,68,5.5,-1.5,1009.3,1020.0,0.0,0.04,0.0,9,9,52.0,1985,0.3,0.4,-0.2,-0.4,-0.1,18
2022-01-25,3.5,0.0,2.8,230,72,5.7,-1.0,1010.0,1020.7,0.0,0.0,0.0,8,8,51.333333333333336,1680,-0.3,0.4,-0.2,-0.4,-0.1,19
2022-01-25,3.2,0.0,2.4,250,77,5.9,-0.4,1010.2,1020.9,0.0,0.0,0.0,6,6,50.666666666666664,1294,-0.9,0.3,-0.2,-0.4,-0.1,20
2022-01-25,2.6,0.0,2.2,250,80,5.9,-0.5,1010.5,1021.2,0.0,0.0,0.0,8,8,50.0,1196,-0.1,0.3,-0.2,-0.4,-0.1,21
2022-01-25,2.6,0.0,1.4,270,81,6.0,-0.3,1011.0,1021.7,0.0,0.0,0.0,8,8,48.0,1129,-0.1,0.3,-0.2,-0.4,0.0,22
2022-01-25,2.3,0.0,1.4,290,80,5.8,-0.8,1011.2,1021.9,0.0,0.0,0.0,8,8,48.5,1124,-0.1,0.3,-0.2,-0.4,0.0,23
2022-01-26,2.0,0.0,1.6,290,83,5.9,-0.5,1011.4,1022.2,0.0,0.0,0.0,8,8,49.0,1061,-0.1,0.3,-0.2,-0.4,0.0,0
2022-01-26,1.3,0.0,1.1,290,83,5.6,-1.2,1011.7,1022.5,0.0,0.0,0.0,0,0,48.0,920,-0.3,0.3,-0.2,-0.4,0.0,1
2022-01-26,0.4,0.0,0.9,290,85,5.4,-1.8,1012.0,1022.8,0.0,0.0,0.0,0,0,43.0,789,-0.7,0.3,-0.2,-0.4,0.0,2
2022-01-26,-0.2,0.0,2.4,250,87,5.2,-2.1,1012.5,1023.4,0.0,0.0,0.0,0,0,39.0,718,-1.0,0.3,-0.2,-0.4,0.0,3
2022-01-26,-0.5,0.0,2.1,270,87,5.1,-2.4,1012.7,1023.6,0.0,0.0,0.0,0,0,39.0,689,-1.2,0.3,-0.2,-0.4,0.0,4
2022-01-26,-1.1,0.0,1.8,250,88,5.0,-2.8,1012.8,1023.7,0.0,0.0,0.0,0,0,41.0,664,-1.5,0.3,-0.2,-0.4,0.0,5
2022-01-26,-1.3,0.0,1.6,270,90,5.0,-2.7,1013.0,1023.9,0.0,0.0,0.0,0,0,34.0,704,-1.9,0.3,-0.2,-0.4,0.0,6
2022-01-26,-1.8,0.0,1.7,270,91,4.9,-3.0,1013.5,1024.4,0.0,0.0,0.0,0,0,26.0,695,-2.2,0.3,-0.2,-0.4,0.0,7
2022-01-26,-1.8,0.0,0.8,270,90,4.8,-3.2,1013.9,1024.8,0.0,0.0,0.0,0,0,13.0,796,-2.3,0.3,-0.2,-0.4,0.0,8
2022-01-26,-1.2,0.0,1.5,270,90,5.0,-2.6,1014.4,1025.3,0.4,0.27,0.0,0,0,10.0,829,-1.1,0.3,-0.2,-0.4,0.0,9
2022-01-26,0.7,0.0,1.0,270,83,5.4,-1.8,1014.4,1025.3,1.0,0.75,0.0,0,0,4.0,1048,-0.2,0.3,-0.2,-0.4,0.0,10
2022-01-26,2.2,0.0,2.5,290,62,4.4,-4.3,1014.7,1025.5,1.0,1.39,0.0,0,0,8.0,1467,3.0,0.3,-0.2,-0.4,0.0,11
2022-01-26,3.8,0.0,2.3,290,53,4.2,-4.9,1014.3,1025.0,1.0,1.85,0.0,0,0,8.0,1443,7.4,0.3,-0.2,-0.4,0.0,12
2022-01-26,4.8,0.0,2.7,270,44,3.8,-6.4,1013.4,1024.1,1.0,2.02,0.0,6,0,8.0,1626,9.2,0.3,-0.2,-0.4,0.0,13
2022-01-26,5.9,0.0,1.9,270,41,3.8,-6.3,1013.1,1023.7,0.9,1.78,0.0,3,0,6.0,1601,10.6,0.4,-0.2,-0.4,0.0,14
2022-01-26,6.5,0.0,2.6,250,40,3.9,-6.1,1013.0,1023.6,1.0,1.67,0.0,2,0,2.0,1564,8.3,0.4,-0.2,-0.4,0.0,15
2022-01-26,5.9,0.0,2.7,250,40,3.7,-6.6,1012.8,1023.4,1.0,1.09,0.0,0,0,2.0,1655,3.7,0.4,-0.2,-0.4,0.0,16
2022-01-26,4.8,0.0,3.1,250,40,3.5,-7.6,1013.0,1023.7,1.0,0.65,0.0,4,0,6.0,1739,0.5,0.4,-0.2,-0.4,0.0,17
2022-01-26,3.2,0.0,2.3,290,39,3.0,-9.4,1013.5,1024.2,0.1,0.07,0.0,4,0,3.0,1988,-0.1,0.4,-0.2,-0.4,0.0,18
2022-01-26,2.2,0.0,3.2,270,49,3.5,-7.4,1014.1,1024.9,0.0,0.0,0.0,5,0,5.0,1731,-0.4,0.4,-0.2,-0.4,0.0,19
2022-01-26,1.4,0.0,3.2,270,54,3.6,-6.9,1014.2,1025.0,0.0,0.0,0.0,6,0,5.0,1707,-0.7,0.4,-0.2,-0.4,0.0,20
2022-01-26,0.7,0.0,0.8,290,54,3.5,-7.5,1014.4,1025.3,0.0,0.0,0.0,5,0,5.0,1757,-1.1,0.3,-0.2,-0.4,0.0,21
2022-01-26,0.2,0.0,3.6,320,45,2.8,-10.3,1014.4,1025.3,0.0,0.0,0.0,5,0,0.0,1982,-1.4,0.3,-0.2,-0.4,0.0,22
2022-01-26,-0.6,0.0,3.0,270,45,2.6,-11.0,1014.7,1025.6,0.0,0.0,0.0,7,0,2.2,2000,-1.6,0.3,-0.2,-0.3,0.0,23
2022-01-27,-1.2,0.0,3.4,270,49,2.8,-10.5,1014.6,1025.5,0.0,0.0,0.0,8,0,4.4,2000,-1.7,0.3,-0.2,-0.4,0.0,0
2022-01-27,-1.6,0.0,2.4,270,50,2.7,-10.6,1014.5,1025.4,0.0,0.0,0.0,9,0,6.6000000000000005,1943,-1.7,0.3,-0.2,-0.3,0.0,1
2022-01-27,-2.0,0.0,1.6,270,53,2.8,-10.3,1014.8,1025.8,0.0,0.0,0.0,8,0,8.8,1857,-1.9,0.3,-0.2,-0.3,0.0,2
2022-01-27,-2.5,0.0,1.7,270,56,2.9,-10.0,1014.8,1025.8,0.0,0.0,0.0,8,0,11.0,1819,-2.1,0.3,-0.2,-0.3,0.0,3
2022-01-27,-2.7,0.0,1.5,290,56,2.8,-10.2,1014.7,1025.7,0.0,0.0,0.0,3,0,13.200000000000001,1746,-2.6,0.3,-0.2,-0.3,0.0,4
2022-01-27,-3.6,0.0,2.0,270,59,2.8,-10.4,1014.7,1025.7,0.0,0.0,0.0,0,0,15.400000000000002,1672,-3.3,0.3,-0.2,-0.3,0.0,5
2022-01-27,-4.3,0.0,1.3,270,62,2.8,-10.5,1014.9,1026.0,0.0,0.0,0.0,0,0,17.6,1589,-3.6,0.3,-0.2,-0.3,0.0,6
2022-01-27,-4.5,0.0,1.4,270,65,2.9,-10.0,1014.9,1026.0,0.0,0.0,0.0,0,0,19.8,1438,-3.9,0.3,-0.2,-0.3,0.0,7
2022-01-27,-4.6,0.0,1.8,250,65,2.8,-10.1,1015.2,1026.3,0.0,0.01,0.0,0,0,22.0,1317,-3.9,0.3,-0.2,-0.3,0.0,8
2022-01-27,-3.9,0.0,1.1,250,62,2.8,-10.1,1015.3,1026.4,0.9,0.34,0.0,3,0,24.200000000000003,1425,-2.4,0.3,-0.2,-0.3,0.0,9
2022-01-27,-1.5,0.0,1.3,290,56,3.1,-9.1,1015.1,1026.0,1.0,0.91,0.0,6,0,26.400000000000002,1466,-0.3,0.3,-0.2,-0.3,0.0,10
2022-01-27,1.1,0.0,2.3,250,47,3.1,-8.9,1014.9,1025.7,1.0,1.45,0.0,7,0,28.6,1339,2.1,0.3,-0.2,-0.3,0.0,11
2022-01-27,1.5,0.0,2.4,270,41,2.8,-10.3,1014.5,1025.3,1.0,1.9,0.0,6,0,30.800000000000004,1398,5.5,0.3,-0.3,-0.3,0.0,12
2022-01-27,1.9,0.0,3.0,270,40,2.8,-10.3,1013.7,1024.5,0.6,1.59,0.0,9,0,33.0,1449,4.4,0.3,-0.3,-0.3,0.0,13
2022-01-27,2.8,0.0,3.1,290,35,2.6,-11.1,1012.9,1023.6,1.0,1.69,0.0,8,0,35.2,1839,6.7,0.3,-0.2,-0.3,0.0,14
2022-01-27,3.4,0.0,3.5,290,34,2.6,-11.0,1012.2,1022.9,1.0,1.68,0.0,0,0,37.400000000000006,1909,7.5,0.3,-0.2,-0.3,0.0,15
2022-01-27,3.8,0.0,2.8,270,33,2.6,-11.0,1012.3,1023.0,1.0,1.33,0.0,0,0,39.6,1964,2.4,0.3,-0.2,-0.3,0.0,16
2022-01-27,3.0,0.0,3.3,250,35,2.6,-11.0,1012.6,1023.3,1.0,0.69,0.0,0,0,41.800000000000004,1827,0.0,0.3,-0.2,-0.3,0.0,17
2022-01-27,1.5,0.0,2.7,270,42,2.9,-10.0,1013.4,1024.2,0.4,0.13,0.0,0,0,44.0,1745,-0.2,0.3,-0.2,-0.3,0.1,18
2022-01-27,0.5,0.0,2.2,270,50,3.2,-8.7,1013.6,1024.5,0.0,0.0,0.0,0,0,45.0,1784,-0.8,0.3,-0.2,-0.3,0.1,19
2022-01-27,-0.2,0.0,3.1,270,53,3.2,-8.6,1013.5,1024.4,0.0,0.0,0.0,0,0,46.0,1928,-1.2,0.3,-0.2,-0.3,0.1,20
2022-01-27,-1.0,0.0,1.8,320,47,2.7,-10.9,1013.6,1024.5,0.0,0.0,0.0,0,0,47.0,1710,-1.9,0.3,-0.2,-0.3,0.1,21
2022-01-27,-2.1,0.0,1.4,290,50,2.6,-11.1,1013.6,1024.6,0.0,0.0,0.0,0,0,65.0,1623,-2.4,0.3,-0.2,-0.3,0.1,22
2022-01-27,-2.8,0.0,2.0,290,55,2.7,-10.6,1013.9,1024.9,0.0,0.0,0.0,0,0,59.0,1677,-2.8,0.3,-0.2,-0.3,0.1,23
2022-01-28,-3.4,0.0,2.2,270,56,2.7,-10.9,1014.5,1025.5,0.0,0.0,0.0,0,0,53.0,2000,-3.2,0.2,-0.3,-0.3,0.1,0
2022-01-28,-4.0,0.0,2.5,250,59,2.7,-10.8,1015.1,1026.2,0.0,0.0,0.0,0,0,37.0,2000,-3.5,0.2,-0.3,-0.3,0.1,1
2022-01-28,-4.3,0.0,2.6,270,60,2.7,-10.9,1015.5,1026.6,0.0,0.0,0.0,0,0,36.666666666666664,2000,-4.0,0.2,-0.3,-0.3,0.1,2
2022-01-28,-5.1,0.0,2.1,270,62,2.6,-11.2,1015.1,1026.2,0.0,0.0,0.0,1,0,36.333333333333336,2000,-4.4,0.1,-0.3,-0.3,0.1,3
2022-01-28,-4.7,0.0,2.3,290,61,2.6,-11.0,1014.8,1025.9,0.0,0.0,0.0,1,0,36.0,2000,-4.7,0.1,-0.3,-0.3,0.1,4
2022-01-28,-5.2,0.0,2.1,270,63,2.6,-11.1,1014.8,1025.9,0.0,0.0,0.0,3,0,33.0,2000,-5.0,0.0,-0.4,-0.3,0.1,5
2022-01-28,-5.2,0.0,2.4,320,65,2.7,-10.7,1014.9,1026.0,0.0,0.0,0.0,2,0,30.0,2000,-5.3,-0.1,-0.4,-0.3,0.1,6
2022-01-28,-5.6,0.0,2.3,290,64,2.6,-11.3,1015.3,1026.4,0.0,0.0,0.0,3,0,41.0,2000,-5.6,-0.2,-0.5,-0.3,0.1,7
2022-01-28,-5.8,0.0,2.3,270,63,2.5,-11.7,1015.3,1026.4,0.0,0.01,0.0,2,0,29.0,2000,-5.6,-0.3,-0.5,-0.3,0.1,8
2022-01-28,-5.2,0.0,2.7,250,62,2.6,-11.3,1015.8,1026.9,1.0,0.38,0.0,1,0,2.0,2000,-4.2,-0.3,-0.6,-0.3,0.1,9
2022-01-28,-3.4,0.0,2.6,250,55,2.6,-11.1,1015.8,1026.8,1.0,1.0,0.0,1,0,2.0,2000,-0.8,-0.3,-0.6,-0.4,0.1,10
2022-01-28,-1.8,0.0,3.4,270,48,2.6,-11.3,1015.3,1026.3,1.0,1.68,0.0,0,0,6.0,2000,1.6,-0.2,-0.6,-0.4,0.1,11
2022-01-28,-0.5,0.0,3.0,290,43,2.5,-11.5,1014.6,1025.5,1.0,2.07,0.0,0,0,10.0,2000,6.1,-0.1,-0.6,-0.4,0.1,12
2022-01-28,0.2,0.0,3.9,270,39,2.4,-12.1,1013.5,1024.4,1.0,2.23,0.0,0,0,13.0,2000,8.3,0.0,-0.5,-0.4,0.1,13
2022-01-28,1.9,0.0,2.9,250,38,2.7,-10.9,1013.0,1023.8,1.0,2.18,0.0,0,0,14.0,2000,9.4,0.0,-0.5,-0.4,0.1,14
2022-01-28,1.7,0.0,4.9,250,35,2.4,-12.1,1013.2,1024.0,1.0,1.9,0.0,1,0,16.0,2000,7.3,0.1,-0.5,-0.4,0.1,15
2022-01-28,1.5,0.0,3.6,290,34,2.3,-12.6,1013.1,1023.9,1.0,1.4,0.0,4,0,18.0,2000,2.1,0.1,-0.4,-0.4,0.1,16
2022-01-28,0.9,0.0,3.1,230,43,2.8,-10.2,1012.9,1023.7,1.0,0.7,0.0,4,0,17.0,2000,-0.1,0.1,-0.4,-0.4,0.1,17
2022-01-28,-0.6,0.0,2.5,230,48,2.8,-10.2,1012.5,1023.4,0.2,0.1,0.0,5,0,0.0,2000,-0.6,0.1,-0.4,-0.4,0.1,18
