,url_num_hyphens_dom,url_path_len,url_domain_len,url_hostname_len,url_num_underscores,url_query_len,url_num_query_para,url_entropy,html_num_tags('script'),html_num_tags('embed'),html_num_tags('object'),html_num_tags('body'),html_num_tags('form'),html_num_tags('a'),Result_v1
740,1.0,1.0,17.0,17.0,0.0,0.0,0.0,3.91326969,22.0,0.0,0.0,1.0,5.0,191.0,-1
741,0.0,123.0,16.0,16.0,10.0,0.0,0.0,4.616956365,0.0,0.0,0.0,1.0,0.0,1.0,1
742,0.0,0.0,17.0,17.0,0.0,0.0,0.0,3.938721876,15.0,0.0,0.0,1.0,0.0,36.0,1
743,0.0,27.0,23.0,23.0,0.0,0.0,0.0,4.19724791,44.0,0.0,0.0,1.0,1.0,10.0,-1
744,3.0,10.0,43.0,43.0,0.0,0.0,0.0,4.44441383,2.0,0.0,0.0,1.0,1.0,16.0,-1
745,0.0,55.0,17.0,17.0,3.0,0.0,0.0,4.844486919,0.0,0.0,0.0,1.0,0.0,0.0,1
747,0.0,21.0,20.0,20.0,0.0,0.0,0.0,3.988521032,0.0,0.0,0.0,1.0,1.0,0.0,-1
748,3.0,1.0,40.0,40.0,0.0,0.0,0.0,4.089661719,2.0,0.0,0.0,1.0,1.0,19.0,-1
750,3.0,51.0,33.0,33.0,1.0,55.0,2.0,4.779360345,15.0,0.0,0.0,1.0,1.0,20.0,-1
751,0.0,12.0,13.0,13.0,0.0,0.0,0.0,3.945464952,5.0,0.0,0.0,1.0,1.0,2.0,-1
752,0.0,1.0,23.0,23.0,0.0,0.0,0.0,3.929214455,3.0,0.0,0.0,1.0,2.0,10.0,-1
753,0.0,1.0,23.0,23.0,0.0,0.0,0.0,3.977916875,2.0,0.0,0.0,1.0,1.0,16.0,-1
754,1.0,10.0,18.0,18.0,0.0,0.0,0.0,4.072431251,2.0,0.0,0.0,1.0,1.0,18.0,-1
755,0.0,1.0,12.0,12.0,0.0,0.0,0.0,3.653756708,1.0,0.0,0.0,2.0,0.0,12.0,-1
756,0.0,9.0,20.0,20.0,0.0,0.0,0.0,4.197159723,0.0,0.0,0.0,1.0,0.0,0.0,1
757,0.0,31.0,11.0,11.0,0.0,0.0,0.0,4.60637013,0.0,0.0,0.0,1.0,0.0,3.0,1
758,0.0,170.0,7.0,7.0,3.0,0.0,0.0,4.71549156,3.0,0.0,0.0,1.0,0.0,0.0,1
759,0.0,101.0,21.0,21.0,0.0,0.0,0.0,4.855837385,18.0,0.0,0.0,2.0,2.0,238.0,1
761,2.0,10.0,37.0,37.0,0.0,0.0,0.0,4.380293349,2.0,0.0,0.0,1.0,1.0,15.0,-1
762,1.0,1.0,56.0,56.0,0.0,0.0,0.0,4.200758745,11.0,0.0,0.0,1.0,1.0,15.0,-1
763,0.0,17.0,17.0,17.0,0.0,0.0,0.0,4.41566147,9.0,0.0,0.0,1.0,1.0,4.0,-1
764,0.0,30.0,11.0,11.0,0.0,0.0,0.0,4.499828406,0.0,0.0,0.0,1.0,0.0,3.0,1
765,0.0,0.0,12.0,12.0,0.0,0.0,0.0,3.30869497,8.0,0.0,0.0,1.0,1.0,149.0,1
766,0.0,62.0,16.0,16.0,0.0,0.0,0.0,4.739131977,0.0,0.0,0.0,0.0,2.0,0.0,-1
767,0.0,92.0,13.0,13.0,0.0,0.0,0.0,4.956828468,0.0,0.0,0.0,1.0,1.0,0.0,-1
769,0.0,0.0,24.0,24.0,0.0,0.0,0.0,4.066784213,1.0,0.0,0.0,1.0,1.0,2.0,1
770,0.0,73.0,9.0,9.0,0.0,0.0,0.0,4.582907763,5.0,0.0,0.0,1.0,0.0,1.0,1
771,0.0,0.0,23.0,23.0,0.0,0.0,0.0,3.847742679,3.0,0.0,0.0,1.0,0.0,19.0,1
772,0.0,92.0,13.0,13.0,0.0,0.0,0.0,4.915671912,0.0,0.0,0.0,1.0,1.0,0.0,-1
773,0.0,42.0,12.0,12.0,0.0,0.0,0.0,4.160028018,14.0,0.0,0.0,1.0,3.0,34.0,1
774,0.0,17.0,17.0,17.0,0.0,0.0,0.0,4.157214971,9.0,0.0,0.0,1.0,1.0,4.0,-1
775,0.0,10.0,21.0,21.0,0.0,0.0,0.0,4.12849413,1.0,0.0,0.0,2.0,0.0,12.0,-1
776,0.0,33.0,20.0,20.0,1.0,0.0,0.0,4.477316637,4.0,0.0,0.0,1.0,0.0,0.0,1
777,0.0,25.0,15.0,15.0,0.0,0.0,0.0,4.383960128,7.0,0.0,0.0,1.0,1.0,7.0,-1
778,0.0,0.0,12.0,12.0,0.0,0.0,0.0,3.471354487,8.0,0.0,0.0,1.0,1.0,62.0,1
779,0.0,1.0,26.0,26.0,0.0,0.0,0.0,4.314972768,22.0,0.0,0.0,1.0,1.0,4.0,-1
780,0.0,24.0,18.0,18.0,0.0,0.0,0.0,4.284888223,17.0,0.0,0.0,1.0,2.0,73.0,1
781,1.0,8.0,22.0,22.0,0.0,0.0,0.0,4.183124489,2.0,0.0,0.0,1.0,1.0,18.0,-1
782,0.0,0.0,19.0,19.0,0.0,0.0,0.0,3.950063756,19.0,0.0,0.0,1.0,1.0,91.0,1
783,0.0,10.0,27.0,27.0,0.0,0.0,0.0,3.933626439,2.0,0.0,0.0,1.0,1.0,15.0,-1
784,1.0,13.0,34.0,34.0,0.0,41.0,1.0,4.984287991,1.0,0.0,0.0,1.0,1.0,26.0,-1
785,0.0,86.0,15.0,15.0,0.0,0.0,0.0,4.478861877,32.0,0.0,0.0,1.0,1.0,7.0,-1
786,0.0,25.0,16.0,16.0,0.0,0.0,0.0,3.942951743,0.0,0.0,0.0,1.0,2.0,121.0,-1
788,0.0,0.0,16.0,13.0,0.0,0.0,0.0,3.588354347,10.0,0.0,0.0,1.0,1.0,42.0,1
789,0.0,10.0,21.0,21.0,0.0,0.0,0.0,4.113206053,23.0,0.0,0.0,1.0,1.0,3.0,-1
791,1.0,40.0,12.0,12.0,0.0,0.0,0.0,4.349791896,7.0,0.0,0.0,1.0,0.0,85.0,1
792,0.0,1.0,38.0,38.0,0.0,0.0,0.0,4.034355576,2.0,0.0,0.0,1.0,0.0,0.0,-1
793,0.0,0.0,20.0,20.0,0.0,0.0,0.0,3.842370993,45.0,0.0,0.0,1.0,3.0,217.0,1
794,0.0,50.0,20.0,20.0,3.0,125.0,1.0,5.51894479,0.0,0.0,0.0,1.0,1.0,0.0,-1
795,0.0,15.0,19.0,19.0,0.0,0.0,0.0,4.08586992,3.0,0.0,0.0,1.0,0.0,120.0,1
796,0.0,10.0,19.0,19.0,0.0,0.0,0.0,4.194385683,6.0,0.0,0.0,1.0,2.0,7.0,-1
797,0.0,6.0,11.0,11.0,0.0,0.0,0.0,4.022055209,24.0,0.0,0.0,1.0,1.0,9.0,-1
798,0.0,260.0,23.0,17.0,6.0,0.0,0.0,4.887707876,0.0,0.0,0.0,1.0,0.0,2.0,1
799,0.0,20.0,15.0,15.0,0.0,0.0,0.0,4.498955383,48.0,0.0,0.0,1.0,3.0,341.0,1
800,0.0,33.0,15.0,15.0,0.0,0.0,0.0,4.310562386,7.0,0.0,0.0,1.0,2.0,17.0,-1
801,0.0,273.0,23.0,17.0,6.0,0.0,0.0,4.869578219,0.0,0.0,0.0,1.0,0.0,2.0,1
802,0.0,12.0,14.0,14.0,0.0,0.0,0.0,3.995715327,7.0,0.0,0.0,1.0,1.0,198.0,1
803,0.0,0.0,10.0,10.0,0.0,0.0,0.0,3.381580488,1.0,0.0,0.0,1.0,0.0,0.0,1
804,0.0,24.0,13.0,13.0,0.0,0.0,0.0,4.299896391,2.0,0.0,0.0,1.0,0.0,0.0,1
805,0.0,10.0,19.0,19.0,0.0,0.0,0.0,4.060012149,2.0,0.0,0.0,1.0,1.0,18.0,-1
806,0.0,45.0,13.0,13.0,0.0,0.0,0.0,4.816115937,1.0,0.0,0.0,1.0,1.0,18.0,-1
807,0.0,158.0,15.0,15.0,0.0,0.0,0.0,4.601807183,6.0,0.0,0.0,1.0,1.0,17.0,-1
808,0.0,33.0,20.0,20.0,1.0,0.0,0.0,4.508985546,4.0,0.0,0.0,1.0,0.0,0.0,1
809,0.0,34.0,18.0,18.0,1.0,0.0,0.0,4.604946812,7.0,0.0,0.0,1.0,0.0,135.0,1
810,0.0,9.0,13.0,13.0,0.0,0.0,0.0,3.177668721,2.0,0.0,0.0,1.0,1.0,0.0,-1
811,0.0,44.0,22.0,22.0,0.0,0.0,0.0,4.693929224,0.0,0.0,0.0,1.0,0.0,0.0,-1
812,2.0,7.0,33.0,33.0,0.0,0.0,0.0,4.209147917,2.0,0.0,0.0,1.0,1.0,16.0,-1
813,0.0,1286.0,16.0,16.0,0.0,0.0,0.0,3.360541025,61.0,0.0,0.0,1.0,4.0,203.0,1
816,0.0,66.0,16.0,16.0,0.0,0.0,0.0,4.510744286,7.0,0.0,0.0,1.0,1.0,0.0,-1
817,0.0,0.0,20.0,20.0,0.0,0.0,0.0,4.106377317,22.0,0.0,0.0,1.0,1.0,71.0,1
819,0.0,0.0,13.0,13.0,0.0,0.0,0.0,3.38418372,1.0,0.0,0.0,1.0,0.0,7.0,1
821,1.0,10.0,19.0,19.0,0.0,0.0,0.0,4.114066203,2.0,0.0,0.0,1.0,1.0,18.0,-1
822,0.0,37.0,15.0,15.0,0.0,0.0,0.0,4.210961855,3.0,0.0,0.0,1.0,0.0,5.0,1
823,0.0,22.0,17.0,17.0,0.0,0.0,0.0,4.256590762,17.0,0.0,0.0,1.0,2.0,29.0,1
824,0.0,30.0,19.0,19.0,0.0,0.0,0.0,4.264432994,2.0,0.0,0.0,1.0,1.0,3.0,-1
825,0.0,113.0,13.0,13.0,0.0,0.0,0.0,4.878047284,17.0,0.0,0.0,1.0,2.0,17.0,1
826,0.0,0.0,15.0,15.0,0.0,0.0,0.0,3.697845823,0.0,0.0,0.0,1.0,0.0,0.0,1
827,1.0,1.0,22.0,22.0,0.0,0.0,0.0,4.066784213,13.0,0.0,0.0,1.0,1.0,2.0,-1
828,0.0,13.0,23.0,23.0,0.0,0.0,0.0,3.868158609,11.0,0.0,0.0,1.0,0.0,56.0,-1
829,0.0,45.0,17.0,17.0,2.0,0.0,0.0,4.863969341,1.0,0.0,0.0,1.0,0.0,0.0,1
830,0.0,13.0,11.0,11.0,0.0,0.0,0.0,3.913400746,23.0,0.0,0.0,1.0,1.0,73.0,1
831,0.0,20.0,19.0,19.0,0.0,0.0,0.0,4.091511891,17.0,1.0,1.0,1.0,0.0,145.0,1
832,0.0,24.0,15.0,15.0,0.0,0.0,0.0,4.256938858,7.0,0.0,0.0,1.0,1.0,7.0,-1
833,0.0,31.0,17.0,17.0,0.0,0.0,0.0,4.608793931,0.0,0.0,0.0,1.0,0.0,3.0,1
834,0.0,97.0,15.0,15.0,2.0,0.0,0.0,4.682099331,2.0,0.0,0.0,1.0,1.0,36.0,1
835,0.0,67.0,13.0,13.0,2.0,0.0,0.0,4.777793824,24.0,0.0,0.0,1.0,1.0,514.0,1
836,0.0,0.0,14.0,14.0,0.0,0.0,0.0,3.689703732,1.0,0.0,1.0,1.0,0.0,3.0,1
837,1.0,87.0,20.0,20.0,0.0,0.0,0.0,4.209409776,11.0,0.0,0.0,1.0,2.0,225.0,1
838,0.0,30.0,22.0,22.0,0.0,0.0,0.0,4.20291008,18.0,0.0,0.0,1.0,2.0,21.0,-1
839,0.0,4.0,16.0,16.0,0.0,0.0,0.0,3.950212065,1.0,0.0,0.0,1.0,1.0,1.0,-1
840,2.0,19.0,29.0,29.0,0.0,0.0,0.0,4.912733577,39.0,0.0,0.0,1.0,4.0,35.0,1
841,0.0,0.0,13.0,13.0,0.0,0.0,0.0,3.646439345,11.0,0.0,0.0,1.0,2.0,23.0,1
842,0.0,0.0,16.0,16.0,0.0,0.0,0.0,3.882045108,4.0,0.0,0.0,1.0,1.0,564.0,1
843,0.0,1.0,19.0,19.0,0.0,0.0,0.0,4.106377317,0.0,0.0,0.0,1.0,1.0,4.0,-1
844,0.0,142.0,13.0,13.0,3.0,0.0,0.0,4.183709847,0.0,0.0,0.0,1.0,0.0,3.0,1
845,1.0,1.0,34.0,34.0,0.0,0.0,0.0,4.100228708,2.0,0.0,0.0,1.0,1.0,16.0,-1
846,1.0,9.0,14.0,14.0,0.0,0.0,0.0,4.164735179,35.0,0.0,0.0,1.0,5.0,217.0,-1
847,1.0,50.0,11.0,11.0,2.0,0.0,0.0,4.819244739,2.0,0.0,0.0,1.0,0.0,5.0,1
848,2.0,0.0,16.0,16.0,0.0,0.0,0.0,3.96900163,31.0,0.0,0.0,1.0,1.0,157.0,1
849,0.0,1.0,21.0,21.0,0.0,45.0,2.0,4.864262836,78.0,0.0,0.0,1.0,1.0,52.0,-1
850,2.0,10.0,34.0,34.0,0.0,0.0,0.0,4.443053603,2.0,0.0,0.0,1.0,1.0,15.0,-1
851,0.0,16.0,17.0,17.0,0.0,0.0,0.0,4.189886078,9.0,0.0,0.0,1.0,1.0,2.0,-1
852,3.0,10.0,40.0,40.0,0.0,0.0,0.0,4.20886478,2.0,0.0,0.0,1.0,1.0,19.0,-1
854,0.0,58.0,14.0,14.0,0.0,0.0,0.0,4.789566711,1.0,0.0,0.0,2.0,1.0,0.0,-1
855,0.0,20.0,16.0,16.0,0.0,0.0,0.0,4.257319115,17.0,0.0,0.0,1.0,0.0,85.0,1
857,1.0,10.0,22.0,22.0,0.0,0.0,0.0,4.240405103,2.0,0.0,0.0,1.0,1.0,16.0,-1
858,0.0,0.0,9.0,9.0,0.0,0.0,0.0,3.577819531,4.0,0.0,0.0,1.0,1.0,94.0,1
859,0.0,0.0,18.0,18.0,0.0,0.0,0.0,3.86346519,48.0,0.0,0.0,1.0,2.0,62.0,1
860,0.0,1.0,24.0,24.0,0.0,0.0,0.0,4.127283134,0.0,0.0,0.0,1.0,1.0,0.0,-1
861,0.0,0.0,18.0,18.0,0.0,0.0,0.0,4.02346519,14.0,0.0,0.0,1.0,1.0,114.0,1
862,0.0,17.0,16.0,16.0,0.0,0.0,0.0,4.039822782,0.0,0.0,0.0,1.0,0.0,0.0,1
863,2.0,23.0,33.0,33.0,2.0,0.0,0.0,4.822123781,4.0,0.0,0.0,1.0,1.0,1.0,-1
864,2.0,1.0,36.0,36.0,0.0,0.0,0.0,4.296865596,2.0,0.0,0.0,1.0,1.0,16.0,-1
865,1.0,10.0,33.0,33.0,0.0,0.0,0.0,4.299109655,2.0,0.0,0.0,1.0,1.0,18.0,-1
866,0.0,38.0,18.0,18.0,0.0,0.0,0.0,4.212971347,18.0,0.0,0.0,1.0,1.0,50.0,-1
868,2.0,8.0,22.0,22.0,0.0,0.0,0.0,4.188331132,35.0,0.0,0.0,1.0,5.0,217.0,-1
869,0.0,1.0,17.0,17.0,0.0,0.0,0.0,3.589275071,13.0,0.0,0.0,1.0,0.0,1.0,-1
870,1.0,10.0,23.0,23.0,0.0,0.0,0.0,4.241102309,2.0,0.0,0.0,1.0,1.0,16.0,-1
871,0.0,25.0,16.0,16.0,0.0,0.0,0.0,4.09987474,12.0,0.0,0.0,1.0,1.0,19.0,1
872,0.0,0.0,14.0,14.0,0.0,0.0,0.0,3.558518613,0.0,0.0,0.0,1.0,0.0,1.0,1
873,0.0,20.0,17.0,17.0,1.0,0.0,0.0,4.217859108,40.0,0.0,0.0,1.0,0.0,424.0,1
874,0.0,1.0,19.0,19.0,0.0,0.0,0.0,3.778423503,1.0,0.0,0.0,1.0,0.0,0.0,-1
875,0.0,45.0,18.0,18.0,0.0,0.0,0.0,4.390885295,42.0,0.0,0.0,1.0,1.0,88.0,1
876,0.0,17.0,17.0,17.0,0.0,0.0,0.0,4.473048041,9.0,0.0,0.0,1.0,1.0,4.0,-1
877,0.0,28.0,20.0,20.0,0.0,0.0,0.0,4.287923977,19.0,0.0,0.0,1.0,1.0,3.0,1
878,0.0,1.0,25.0,25.0,0.0,0.0,0.0,4.138502179,25.0,0.0,0.0,1.0,1.0,14.0,-1
879,0.0,18.0,17.0,17.0,0.0,0.0,0.0,3.994006567,17.0,1.0,1.0,1.0,0.0,145.0,1
880,0.0,21.0,16.0,16.0,0.0,0.0,0.0,4.235015642,12.0,0.0,0.0,1.0,1.0,17.0,1
881,0.0,8.0,6.0,6.0,0.0,0.0,0.0,3.689703732,3.0,0.0,0.0,1.0,0.0,5.0,-1
882,1.0,13.0,34.0,34.0,0.0,41.0,1.0,4.839764002,1.0,0.0,0.0,1.0,1.0,26.0,-1
883,0.0,51.0,13.0,13.0,0.0,0.0,0.0,4.420254338,0.0,0.0,0.0,1.0,0.0,0.0,1
884,0.0,0.0,22.0,22.0,0.0,0.0,0.0,4.047299098,2.0,0.0,0.0,0.0,0.0,0.0,1
885,0.0,33.0,20.0,20.0,1.0,0.0,0.0,4.623231429,4.0,0.0,0.0,1.0,0.0,0.0,1
886,0.0,7.0,17.0,17.0,0.0,0.0,0.0,3.897587036,9.0,0.0,0.0,1.0,0.0,16.0,1
887,2.0,10.0,37.0,37.0,0.0,0.0,0.0,4.27191335,2.0,0.0,0.0,1.0,1.0,6.0,-1
889,0.0,39.0,22.0,22.0,0.0,0.0,0.0,4.70159768,7.0,0.0,0.0,1.0,0.0,10.0,1
890,0.0,1.0,43.0,43.0,0.0,0.0,0.0,4.103031224,2.0,0.0,0.0,2.0,0.0,0.0,-1
891,1.0,10.0,20.0,20.0,0.0,0.0,0.0,4.22109725,2.0,0.0,0.0,1.0,1.0,92.0,-1
892,0.0,31.0,17.0,17.0,0.0,0.0,0.0,4.689739713,4.0,0.0,0.0,1.0,0.0,16.0,1
893,0.0,9.0,20.0,20.0,0.0,0.0,0.0,4.294653474,17.0,0.0,0.0,1.0,1.0,33.0,1
894,1.0,1.0,34.0,34.0,0.0,0.0,0.0,4.130562221,4.0,0.0,0.0,0.0,0.0,2.0,-1
896,0.0,73.0,23.0,23.0,0.0,0.0,0.0,4.527731974,5.0,0.0,0.0,1.0,1.0,3.0,-1
897,0.0,28.0,17.0,13.0,2.0,0.0,0.0,4.447273229,1.0,0.0,0.0,1.0,0.0,3.0,1
898,1.0,1.0,27.0,27.0,0.0,0.0,0.0,3.878584802,11.0,0.0,0.0,1.0,1.0,13.0,-1
899,0.0,69.0,13.0,13.0,1.0,0.0,0.0,4.790191089,0.0,0.0,0.0,1.0,0.0,3.0,1
900,0.0,22.0,17.0,17.0,0.0,0.0,0.0,4.477062706,17.0,0.0,0.0,1.0,2.0,29.0,1
901,0.0,29.0,14.0,14.0,0.0,0.0,0.0,4.63127238,9.0,0.0,0.0,1.0,1.0,2664.0,1
902,0.0,17.0,7.0,7.0,0.0,0.0,0.0,3.937751955,30.0,0.0,0.0,1.0,7.0,65.0,1
903,0.0,29.0,14.0,14.0,0.0,13.0,1.0,4.354934179,22.0,0.0,0.0,1.0,0.0,22.0,-1
904,0.0,137.0,18.0,18.0,0.0,0.0,0.0,4.835867458,17.0,0.0,0.0,1.0,1.0,420.0,1
905,1.0,10.0,17.0,17.0,0.0,0.0,0.0,4.07967865,2.0,0.0,0.0,1.0,1.0,0.0,-1
906,3.0,1.0,57.0,57.0,0.0,0.0,0.0,4.206135314,1.0,0.0,0.0,1.0,0.0,0.0,-1
907,0.0,14.0,15.0,15.0,1.0,0.0,0.0,4.175273298,5.0,0.0,0.0,1.0,2.0,34.0,1
908,0.0,10.0,32.0,32.0,0.0,0.0,0.0,4.165533251,8.0,0.0,0.0,1.0,1.0,10.0,-1
911,0.0,90.0,17.0,17.0,0.0,0.0,0.0,4.740270664,18.0,0.0,0.0,1.0,0.0,21.0,1
912,3.0,1.0,39.0,39.0,0.0,0.0,0.0,4.205991448,1.0,0.0,0.0,1.0,0.0,0.0,-1
914,0.0,99.0,11.0,11.0,3.0,0.0,0.0,4.721234012,2.0,0.0,0.0,1.0,0.0,5.0,1
915,0.0,41.0,18.0,18.0,0.0,0.0,0.0,4.706808135,8.0,1.0,1.0,1.0,1.0,119.0,1
916,0.0,38.0,13.0,13.0,0.0,0.0,0.0,4.002090213,22.0,0.0,0.0,1.0,1.0,56.0,-1
917,1.0,13.0,34.0,34.0,0.0,41.0,1.0,4.91903109,1.0,0.0,0.0,1.0,1.0,26.0,-1
918,0.0,1.0,104.0,104.0,0.0,0.0,0.0,4.412128423,3.0,0.0,0.0,2.0,1.0,0.0,-1
919,0.0,84.0,13.0,13.0,0.0,0.0,0.0,4.481804615,18.0,0.0,0.0,1.0,1.0,20.0,1
920,2.0,0.0,28.0,28.0,0.0,0.0,0.0,4.071581588,1.0,0.0,0.0,1.0,0.0,45.0,1
921,0.0,13.0,18.0,18.0,0.0,0.0,0.0,4.020843553,2.0,0.0,0.0,1.0,0.0,10.0,1
922,1.0,0.0,22.0,22.0,0.0,0.0,0.0,4.099360305,8.0,0.0,0.0,1.0,2.0,123.0,1
923,0.0,6.0,27.0,27.0,0.0,31.0,1.0,4.783945237,0.0,0.0,0.0,1.0,0.0,13.0,-1
924,1.0,13.0,34.0,34.0,0.0,41.0,1.0,4.962173897,1.0,0.0,0.0,1.0,1.0,26.0,-1
926,0.0,13.0,15.0,15.0,0.0,0.0,0.0,3.943289445,2.0,0.0,0.0,1.0,1.0,3.0,1
927,1.0,0.0,21.0,21.0,0.0,0.0,0.0,3.913799565,4.0,0.0,0.0,1.0,0.0,53.0,1
929,0.0,31.0,9.0,9.0,0.0,0.0,0.0,4.511619703,0.0,0.0,0.0,1.0,0.0,3.0,1
930,0.0,158.0,19.0,19.0,0.0,0.0,0.0,4.668237579,6.0,0.0,0.0,1.0,1.0,17.0,-1
931,0.0,3.0,21.0,21.0,0.0,0.0,0.0,4.026619294,24.0,0.0,0.0,1.0,5.0,219.0,-1
932,0.0,0.0,14.0,14.0,0.0,0.0,0.0,3.784941827,13.0,0.0,0.0,1.0,0.0,60.0,1
933,0.0,418.0,11.0,11.0,3.0,0.0,0.0,3.688904931,1.0,0.0,0.0,1.0,0.0,0.0,1
934,4.0,1.0,45.0,45.0,0.0,0.0,0.0,4.465772285,0.0,0.0,0.0,1.0,1.0,5.0,-1
935,0.0,18.0,13.0,13.0,0.0,0.0,0.0,4.228062053,1.0,0.0,0.0,1.0,0.0,0.0,1
936,0.0,62.0,23.0,23.0,1.0,157.0,3.0,4.92050232,3.0,0.0,0.0,1.0,1.0,2.0,-1
937,0.0,1.0,21.0,21.0,0.0,0.0,0.0,3.952302978,8.0,0.0,0.0,1.0,3.0,5.0,-1
938,0.0,43.0,11.0,11.0,0.0,0.0,0.0,4.433540263,3.0,0.0,0.0,1.0,1.0,1.0,-1
940,0.0,1.0,29.0,29.0,0.0,0.0,0.0,4.411758105,24.0,0.0,0.0,1.0,1.0,7.0,-1
941,3.0,1.0,32.0,32.0,0.0,0.0,0.0,4.017407858,2.0,0.0,0.0,1.0,1.0,16.0,-1
942,1.0,22.0,14.0,14.0,0.0,0.0,0.0,4.189561096,36.0,0.0,0.0,1.0,5.0,213.0,-1
943,1.0,13.0,34.0,34.0,0.0,41.0,1.0,4.999774318,1.0,0.0,0.0,1.0,1.0,26.0,-1
944,0.0,6.0,17.0,17.0,0.0,0.0,0.0,3.881727679,9.0,0.0,0.0,1.0,1.0,21.0,1
945,0.0,69.0,13.0,13.0,2.0,0.0,0.0,4.878666403,24.0,0.0,0.0,1.0,1.0,514.0,1
946,0.0,33.0,20.0,20.0,1.0,0.0,0.0,4.543983304,4.0,0.0,0.0,1.0,0.0,0.0,1
947,0.0,78.0,19.0,19.0,1.0,0.0,0.0,5.013498041,0.0,0.0,0.0,1.0,0.0,1.0,1
948,3.0,1.0,42.0,42.0,0.0,0.0,0.0,4.10346519,1.0,0.0,0.0,1.0,0.0,0.0,-1
949,0.0,9.0,21.0,21.0,0.0,0.0,0.0,4.131769501,21.0,0.0,0.0,1.0,1.0,19.0,1
950,0.0,25.0,13.0,13.0,0.0,0.0,0.0,4.430198929,2.0,0.0,0.0,1.0,0.0,0.0,1
951,2.0,10.0,36.0,36.0,0.0,0.0,0.0,4.411751854,2.0,0.0,0.0,1.0,1.0,16.0,-1
952,0.0,0.0,20.0,20.0,0.0,0.0,0.0,4.060262039,8.0,0.0,0.0,1.0,0.0,7.0,1
953,0.0,120.0,16.0,16.0,2.0,0.0,0.0,4.652698587,0.0,0.0,0.0,1.0,0.0,3.0,1
954,0.0,158.0,19.0,19.0,0.0,0.0,0.0,4.596365776,6.0,0.0,0.0,1.0,1.0,17.0,-1
955,0.0,11.0,15.0,15.0,0.0,0.0,0.0,3.824252831,0.0,0.0,0.0,1.0,0.0,5.0,1
956,0.0,6.0,8.0,8.0,0.0,0.0,0.0,3.689703732,24.0,0.0,0.0,1.0,4.0,154.0,1
957,0.0,10.0,16.0,13.0,0.0,0.0,0.0,3.983195634,3.0,0.0,0.0,1.0,0.0,0.0,1
959,0.0,7.0,18.0,18.0,0.0,0.0,0.0,4.030639062,17.0,0.0,0.0,1.0,1.0,66.0,1
960,0.0,4.0,14.0,14.0,0.0,0.0,0.0,3.92385619,0.0,0.0,0.0,1.0,1.0,0.0,-1
961,0.0,94.0,13.0,13.0,0.0,0.0,0.0,4.651853301,18.0,0.0,0.0,1.0,1.0,20.0,1
962,1.0,0.0,18.0,18.0,0.0,0.0,0.0,3.78346519,11.0,0.0,0.0,1.0,1.0,40.0,1
963,0.0,0.0,22.0,22.0,0.0,0.0,0.0,3.935398667,2.0,0.0,0.0,0.0,0.0,0.0,1
964,2.0,1.0,31.0,31.0,0.0,0.0,0.0,4.057855989,4.0,0.0,0.0,1.0,1.0,0.0,-1
965,0.0,41.0,11.0,11.0,0.0,0.0,0.0,4.37766021,9.0,0.0,0.0,1.0,0.0,48.0,1
966,0.0,11.0,11.0,11.0,0.0,0.0,0.0,4.168325823,10.0,0.0,0.0,1.0,1.0,50.0,1
967,0.0,25.0,12.0,12.0,1.0,0.0,0.0,4.261043983,8.0,0.0,0.0,1.0,1.0,65.0,1
968,0.0,1.0,25.0,25.0,0.0,0.0,0.0,4.089552453,11.0,0.0,0.0,1.0,1.0,15.0,-1
969,2.0,9.0,34.0,34.0,0.0,0.0,0.0,4.022641705,2.0,0.0,0.0,1.0,1.0,18.0,-1
970,0.0,80.0,17.0,17.0,0.0,0.0,0.0,4.757226137,5.0,0.0,0.0,1.0,1.0,3.0,1
971,0.0,49.0,11.0,11.0,1.0,0.0,0.0,4.613362386,0.0,0.0,0.0,1.0,0.0,3.0,1
972,1.0,10.0,23.0,23.0,0.0,0.0,0.0,4.1226937,2.0,0.0,0.0,1.0,1.0,18.0,-1
973,0.0,18.0,17.0,17.0,0.0,0.0,0.0,4.15959272,17.0,1.0,1.0,1.0,0.0,145.0,1
974,0.0,45.0,14.0,14.0,1.0,0.0,0.0,4.089676647,29.0,0.0,0.0,1.0,1.0,333.0,-1
975,0.0,72.0,19.0,19.0,0.0,0.0,0.0,5.070237942,1.0,0.0,0.0,1.0,3.0,367.0,1
976,1.0,62.0,26.0,26.0,6.0,0.0,0.0,4.344966769,22.0,0.0,0.0,1.0,4.0,88.0,-1
977,0.0,0.0,15.0,15.0,0.0,0.0,0.0,3.534219021,2.0,0.0,0.0,1.0,0.0,0.0,1
978,0.0,10.0,21.0,21.0,0.0,0.0,0.0,4.240962711,2.0,0.0,0.0,1.0,1.0,15.0,-1
979,0.0,32.0,17.0,17.0,0.0,0.0,0.0,4.661751637,0.0,0.0,0.0,1.0,0.0,3.0,1
980,3.0,10.0,40.0,40.0,0.0,0.0,0.0,4.533958435,2.0,0.0,0.0,1.0,1.0,16.0,-1
982,0.0,0.0,16.0,16.0,0.0,0.0,0.0,3.795088586,4.0,0.0,0.0,1.0,1.0,564.0,1
983,0.0,33.0,14.0,14.0,0.0,0.0,0.0,4.642647159,0.0,0.0,0.0,1.0,0.0,3.0,1
